date,store_nbr,transactions,month_day
2017-08-16,8,2611,08-16
2017-08-16,9,1830,08-16
2017-08-16,10,867,08-16
2017-08-16,11,2121,08-16
2017-08-16,12,1207,08-16
2017-08-16,13,816,08-16
2017-08-16,14,1291,08-16
2017-08-16,15,1445,08-16
2017-08-16,16,763,08-16
2017-08-16,17,1426,08-16
2017-08-16,18,1131,08-16
2017-08-16,19,1202,08-16
2017-08-16,20,1266,08-16
2017-08-16,21,860,08-16
2017-08-16,22,675,08-16
2017-08-16,23,971,08-16
2017-08-16,24,2102,08-16
2017-08-16,25,722,08-16
2017-08-16,26,512,08-16
2017-08-16,27,1497,08-16
2017-08-16,28,1145,08-16
2017-08-16,29,1071,08-16
2017-08-16,30,679,08-16
2017-08-16,31,1240,08-16
2017-08-16,32,566,08-16
2017-08-16,33,928,08-16
2017-08-16,34,2093,08-16
2017-08-16,35,620,08-16
2017-08-16,36,1028,08-16
2017-08-16,37,1457,08-16
2017-08-16,38,1299,08-16
2017-08-16,39,1374,08-16
2017-08-16,40,1479,08-16
2017-08-16,41,1015,08-16
2017-08-16,42,1049,08-16
2017-08-16,43,1250,08-16
2017-08-16,44,3841,08-16
2017-08-16,45,3250,08-16
2017-08-16,46,2839,08-16
2017-08-16,47,3338,08-16
2017-08-16,48,2471,08-16
2017-08-16,49,2603,08-16
2017-08-16,50,2181,08-16
2017-08-16,51,1461,08-16
2017-08-16,53,1351,08-16
2017-08-16,54,836,08-16
2017-08-16,1,1749,08-16
2017-08-16,2,1636,08-16
2017-08-16,3,2774,08-16
2017-08-16,4,1239,08-16
2017-08-16,5,1273,08-16
2017-08-16,6,1508,08-16
2017-08-16,7,1652,08-16
2017-08-16,8,2430,08-16
2017-08-16,9,1812,08-16
2017-08-16,10,831,08-16
2017-08-16,11,2141,08-16
2017-08-16,12,1096,08-16
2017-08-16,13,812,08-16
2017-08-16,14,1213,08-16
2017-08-16,15,1360,08-16
2017-08-16,16,727,08-16
2017-08-16,17,1413,08-16
2017-08-16,18,1167,08-16
2017-08-16,19,989,08-16
2017-08-16,20,1247,08-16
2017-08-16,21,906,08-16
2017-08-16,22,671,08-16
2017-08-16,23,907,08-16
2017-08-16,24,1995,08-16
2017-08-16,25,657,08-16
2017-08-16,26,457,08-16
2017-08-16,27,1359,08-16
2017-08-16,28,1183,08-16
2017-08-16,29,1149,08-16
2017-08-16,30,640,08-16
2017-08-16,31,1239,08-16
2017-08-16,32,573,08-16
2017-08-16,33,931,08-16
2017-08-16,34,1887,08-16
2017-08-16,35,649,08-16
2017-08-16,36,1192,08-16
2017-08-16,37,1457,08-16
2017-08-16,38,1155,08-16
2017-08-16,39,1311,08-16
2017-08-16,40,1448,08-16
2017-08-16,41,960,08-16
2017-08-16,42,1002,08-16
2017-08-16,43,1131,08-16
2017-08-16,44,3554,08-16
2017-08-16,45,3169,08-16
2017-08-16,46,2625,08-16
2017-08-16,47,3159,08-16
2017-08-16,48,2228,08-16
2017-08-16,49,2499,08-16
2017-08-16,50,2403,08-16
2017-08-16,51,1425,08-16
2017-08-16,53,1294,08-16
2017-08-16,54,739,08-16
2017-08-16,1,1816,08-16
2017-08-16,2,2074,08-16
2017-08-16,3,3274,08-16
2017-08-16,4,1636,08-16
2017-08-16,5,1333,08-16
2017-08-16,6,1855,08-16
2017-08-16,7,1928,08-16
2017-08-16,8,2694,08-16
2017-08-16,9,1780,08-16
2017-08-16,10,791,08-16
2017-08-16,11,2113,08-16
2017-08-16,12,1208,08-16
2017-08-16,13,805,08-16
2017-08-16,14,1293,08-16
2017-08-16,15,1342,08-16
2017-08-16,16,724,08-16
2017-08-16,17,1518,08-16
2017-08-16,18,1127,08-16
2017-08-16,19,1160,08-16
2017-08-16,20,1196,08-16
2017-08-16,21,848,08-16
2017-08-16,22,704,08-16
2017-08-16,23,1124,08-16
2017-08-16,24,2410,08-16
2017-08-16,25,790,08-16
2017-08-16,26,474,08-16
2017-08-16,27,1588,08-16
2017-08-16,28,1011,08-16
2017-08-16,29,1040,08-16
2017-08-16,30,670,08-16
2017-08-16,31,1093,08-16
2017-08-16,32,570,08-16
2017-08-16,33,782,08-16
2017-08-16,34,1863,08-16
2017-08-16,35,562,08-16
2017-08-16,36,1011,08-16
2017-08-16,37,1608,08-16
2017-08-16,38,1335,08-16
2017-08-16,39,1257,08-16
2017-08-16,40,1305,08-16
2017-08-16,41,1129,08-16
2017-08-16,42,1094,08-16
2017-08-16,43,1072,08-16
2017-08-16,44,3047,08-16
2017-08-16,45,3445,08-16
2017-08-16,46,2987,08-16
2017-08-16,47,3693,08-16
2017-08-16,48,2457,08-16
2017-08-16,49,2751,08-16
2017-08-16,50,2150,08-16
2017-08-16,51,1633,08-16
2017-08-16,53,1407,08-16
2017-08-16,54,689,08-16
2017-08-16,1,1654,08-16
2017-08-16,2,1639,08-16
2017-08-16,3,2728,08-16
2017-08-16,4,1253,08-16
2017-08-16,5,1124,08-16
2017-08-16,6,1548,08-16
2017-08-16,7,1602,08-16
2017-08-16,8,2365,08-16
2017-08-16,9,1674,08-16
2017-08-16,10,796,08-16
2017-08-16,11,1958,08-16
2017-08-16,12,1096,08-16
2017-08-16,13,721,08-16
2017-08-16,14,1250,08-16
2017-08-16,15,1292,08-16
2017-08-16,16,709,08-16
2017-08-16,17,1268,08-16
2017-08-16,18,1099,08-16
2017-08-16,19,1015,08-16
2017-08-16,20,1296,08-16
2017-08-16,21,801,08-16
2017-08-16,22,617,08-16
2017-08-16,23,933,08-16
2017-08-16,24,2126,08-16
2017-08-16,25,677,08-16
2017-08-16,26,405,08-16
2017-08-16,27,1411,08-16
2017-08-16,28,1028,08-16
2017-08-16,29,1004,08-16
2017-08-16,30,718,08-16
2017-08-16,31,1208,08-16
2017-08-16,32,557,08-16
2017-08-16,33,780,08-16
2017-08-16,34,1925,08-16
2017-08-16,35,584,08-16
2017-08-16,36,980,08-16
2017-08-16,37,1445,08-16
2017-08-16,38,1251,08-16
2017-08-16,39,1298,08-16
2017-08-16,40,1237,08-16
2017-08-16,41,904,08-16
2017-08-16,42,956,08-16
2017-08-16,43,996,08-16
2017-08-16,44,3656,08-16
2017-08-16,45,3051,08-16
2017-08-16,46,2693,08-16
2017-08-16,47,3014,08-16
2017-08-16,48,2248,08-16
2017-08-16,49,2389,08-16
2017-08-16,50,1953,08-16
2017-08-16,51,1387,08-16
2017-08-16,53,1234,08-16
2017-08-16,54,711,08-16
2017-08-16,1,1798,08-16
2017-08-16,2,1860,08-16
2017-08-16,3,3206,08-16
2017-08-16,4,1449,08-16
2017-08-16,5,1331,08-16
2017-08-16,6,1767,08-16
2017-08-16,7,1911,08-16
2017-08-16,8,2707,08-16
2017-08-16,9,1700,08-16
2017-08-16,10,729,08-16
2017-08-16,11,2022,08-16
2017-08-16,12,1022,08-16
2017-08-16,13,785,08-16
2017-08-16,14,1082,08-16
2017-08-16,15,1336,08-16
2017-08-16,16,631,08-16
2017-08-16,17,1292,08-16
2017-08-16,18,1095,08-16
2017-08-16,19,1032,08-16
2017-08-16,20,1202,08-16
2017-08-16,21,910,08-16
2017-08-16,22,666,08-16
2017-08-16,23,1027,08-16
2017-08-16,24,2323,08-16
2017-08-16,25,964,08-16
2017-08-16,26,493,08-16
2017-08-16,27,1375,08-16
2017-08-16,28,919,08-16
2017-08-16,29,943,08-16
2017-08-16,30,693,08-16
2017-08-16,31,1202,08-16
2017-08-16,32,575,08-16
2017-08-16,33,722,08-16
2017-08-16,34,2266,08-16
2017-08-16,35,583,08-16
2017-08-16,36,936,08-16
2017-08-16,37,1531,08-16
2017-08-16,38,1357,08-16
2017-08-16,39,1210,08-16
2017-08-16,40,1195,08-16
2017-08-16,41,998,08-16
2017-08-16,42,1099,08-16
2017-08-16,43,1121,08-16
2017-08-16,44,4072,08-16
2017-08-16,45,3603,08-16
2017-08-16,46,2842,08-16
2017-08-16,47,3498,08-16
2017-08-16,48,2407,08-16
2017-08-16,49,2837,08-16
2017-08-16,50,2333,08-16
2017-08-16,51,1757,08-16
2017-08-16,53,1413,08-16
2017-08-16,54,704,08-16
2017-08-16,1,1243,08-16
2017-08-16,2,1949,08-16
2017-08-16,3,3373,08-16
2017-08-16,4,1540,08-16
2017-08-16,5,1290,08-16
2017-08-16,6,1884,08-16
2017-08-16,7,1672,08-16
2017-08-16,8,2643,08-16
2017-08-16,9,1991,08-16
2017-08-16,10,924,08-16
2017-08-16,11,2075,08-16
2017-08-16,12,1137,08-16
2017-08-16,13,1067,08-16
2017-08-16,14,1528,08-16
2017-08-16,15,1262,08-16
2017-08-16,16,802,08-16
2017-08-16,17,1628,08-16
2017-08-16,18,1158,08-16
2017-08-16,19,1578,08-16
2017-08-16,20,1507,08-16
2017-08-16,21,1162,08-16
2017-08-16,22,722,08-16
2017-08-16,23,1127,08-16
2017-08-16,24,1929,08-16
2017-08-16,25,1548,08-16
2017-08-16,26,500,08-16
2017-08-16,27,1632,08-16
2017-08-16,28,1225,08-16
2017-08-16,29,1124,08-16
2017-08-16,30,661,08-16
2017-08-16,31,1363,08-16
2017-08-16,32,612,08-16
2017-08-16,33,876,08-16
2017-08-16,34,2333,08-16
2017-08-16,35,816,08-16
2017-08-16,36,1180,08-16
2017-08-16,37,1461,08-16
2017-08-16,38,1854,08-16
2017-08-16,39,1568,08-16
2017-08-16,40,1368,08-16
2017-08-16,41,1103,08-16
2017-08-16,42,1285,08-16
2017-08-16,43,1154,08-16
2017-08-16,44,4743,08-16
2017-08-16,45,3992,08-16
2017-08-16,46,3738,08-16
2017-08-16,47,4227,08-16
2017-08-16,48,3311,08-16
2017-08-16,49,3187,08-16
2017-08-16,50,3055,08-16
2017-08-16,51,1602,08-16
2017-08-16,53,1716,08-16
2017-08-16,54,876,08-16
2017-08-16,1,501,08-16
2017-08-16,2,1803,08-16
2017-08-16,3,3278,08-16
2017-08-16,4,1570,08-16
2017-08-16,5,1189,08-16
2017-08-16,6,1904,08-16
2017-08-16,7,1464,08-16
2017-08-16,8,2535,08-16
2017-08-16,9,1853,08-16
2017-08-16,10,764,08-16
2017-08-16,11,2033,08-16
2017-08-16,12,1105,08-16
2017-08-16,13,802,08-16
2017-08-16,14,919,08-16
2017-08-16,15,967,08-16
2017-08-16,16,890,08-16
2017-08-16,17,1556,08-16
2017-08-16,18,1164,08-16
2017-08-16,19,1025,08-16
2017-08-16,20,1795,08-16
2017-08-16,21,1459,08-16
2017-08-16,22,712,08-16
2017-08-16,23,874,08-16
2017-08-16,24,1403,08-16
2017-08-16,25,1381,08-16
2017-08-16,26,415,08-16
2017-08-16,27,1753,08-16
2017-08-16,28,1178,08-16
2017-08-16,29,1029,08-16
2017-08-16,30,593,08-16
2017-08-16,31,1503,08-16
2017-08-16,32,574,08-16
2017-08-16,33,886,08-16
2017-08-16,34,1811,08-16
2017-08-16,35,758,08-16
2017-08-16,36,1152,08-16
2017-08-16,37,1051,08-16
2017-08-16,38,1613,08-16
2017-08-16,39,1398,08-16
2017-08-16,40,1169,08-16
2017-08-16,41,1258,08-16
2017-08-16,42,1108,08-16
2017-08-16,43,1154,08-16
2017-08-16,44,4549,08-16
2017-08-16,45,4039,08-16
2017-08-16,46,3843,08-16
2017-08-16,47,4022,08-16
2017-08-16,48,3611,08-16
2017-08-16,49,3057,08-16
2017-08-16,50,2611,08-16
2017-08-16,51,1417,08-16
2017-08-16,53,1569,08-16
2017-08-16,54,1039,08-16
2017-08-16,1,1697,08-16
2017-08-16,2,1747,08-16
2017-08-16,3,2877,08-16
2017-08-16,4,1297,08-16
2017-08-16,5,1304,08-16
2017-08-16,6,1682,08-16
2017-08-16,7,1681,08-16
2017-08-16,8,2566,08-16
2017-08-16,9,1763,08-16
2017-08-16,10,812,08-16
2017-08-16,11,2086,08-16
2017-08-16,12,1141,08-16
2017-08-16,13,855,08-16
2017-08-16,14,1326,08-16
2017-08-16,15,1382,08-16
2017-08-16,16,724,08-16
2017-08-16,17,1454,08-16
2017-08-16,18,1132,08-16
2017-08-16,19,1235,08-16
2017-08-16,20,1258,08-16
2017-08-16,21,942,08-16
2017-08-16,22,671,08-16
2017-08-16,23,977,08-16
2017-08-16,24,1588,08-16
2017-08-16,25,864,08-16
2017-08-16,26,433,08-16
2017-08-16,27,1764,08-16
2017-08-16,28,1271,08-16
2017-08-16,29,1113,08-16
2017-08-16,30,564,08-16
2017-08-16,31,1263,08-16
2017-08-16,32,541,08-16
2017-08-16,33,918,08-16
2017-08-16,34,1800,08-16
2017-08-16,35,730,08-16
2017-08-16,36,1083,08-16
2017-08-16,37,1413,08-16
2017-08-16,38,1256,08-16
2017-08-16,39,1345,08-16
2017-08-16,40,1311,08-16
2017-08-16,41,948,08-16
2017-08-16,42,1003,08-16
2017-08-16,43,1166,08-16
2017-08-16,44,3773,08-16
2017-08-16,45,3367,08-16
2017-08-16,46,2843,08-16
2017-08-16,47,3231,08-16
2017-08-16,48,2528,08-16
2017-08-16,49,2565,08-16
2017-08-16,50,2177,08-16
2017-08-16,51,1530,08-16
2017-08-16,53,1320,08-16
2017-08-16,54,886,08-16
2017-08-16,1,1615,08-16
2017-08-16,2,1571,08-16
2017-08-16,3,2705,08-16
2017-08-16,4,1261,08-16
2017-08-16,5,1155,08-16
2017-08-16,6,1541,08-16
2017-08-16,7,1623,08-16
2017-08-16,8,2452,08-16
2017-08-16,9,1847,08-16
2017-08-16,10,832,08-16
2017-08-16,11,2273,08-16
2017-08-16,12,1139,08-16
2017-08-16,13,826,08-16
2017-08-16,14,1234,08-16
2017-08-16,15,1340,08-16
2017-08-16,16,662,08-16
2017-08-16,17,1386,08-16
2017-08-16,18,1187,08-16
2017-08-16,19,1136,08-16
2017-08-16,20,1197,08-16
2017-08-16,21,893,08-16
2017-08-16,22,672,08-16
2017-08-16,23,981,08-16
2017-08-16,24,2138,08-16
2017-08-16,25,697,08-16
2017-08-16,26,414,08-16
2017-08-16,27,1448,08-16
2017-08-16,28,1172,08-16
2017-08-16,29,1119,08-16
2017-08-16,30,717,08-16
2017-08-16,31,1203,08-16
2017-08-16,32,571,08-16
2017-08-16,33,874,08-16
2017-08-16,34,2048,08-16
2017-08-16,35,625,08-16
2017-08-16,36,1074,08-16
2017-08-16,37,1401,08-16
2017-08-16,38,1314,08-16
2017-08-16,39,1388,08-16
2017-08-16,40,1322,08-16
2017-08-16,41,917,08-16
2017-08-16,42,1011,08-16
2017-08-16,43,1132,08-16
2017-08-16,44,3532,08-16
2017-08-16,45,3122,08-16
2017-08-16,46,2559,08-16
2017-08-16,47,3119,08-16
2017-08-16,48,2189,08-16
2017-08-16,49,2399,08-16
2017-08-16,50,2122,08-16
2017-08-16,51,1397,08-16
2017-08-16,53,1226,08-16
2017-08-16,54,746,08-16
2017-08-16,1,1787,08-16
2017-08-16,2,1851,08-16
2017-08-16,3,3071,08-16
2017-08-16,4,1447,08-16
2017-08-16,5,1218,08-16
2017-08-16,6,1734,08-16
2017-08-16,7,1852,08-16
2017-08-16,8,2546,08-16
2017-08-16,9,1672,08-16
2017-08-16,10,734,08-16
2017-08-16,11,1999,08-16
2017-08-16,12,1133,08-16
2017-08-16,13,832,08-16
2017-08-16,14,1123,08-16
2017-08-16,15,1249,08-16
2017-08-16,16,668,08-16
2017-08-16,17,1346,08-16
2017-08-16,18,1120,08-16
2017-08-16,19,1126,08-16
2017-08-16,20,1153,08-16
2017-08-16,21,794,08-16
2017-08-16,22,669,08-16
2017-08-16,23,1074,08-16
2017-08-16,24,2228,08-16
2017-08-16,25,780,08-16
2017-08-16,26,461,08-16
2017-08-16,27,1498,08-16
2017-08-16,28,1017,08-16
2017-08-16,29,981,08-16
2017-08-16,30,666,08-16
2017-08-16,31,1089,08-16
2017-08-16,32,545,08-16
2017-08-16,33,756,08-16
2017-08-16,34,1773,08-16
2017-08-16,35,557,08-16
2017-08-16,36,881,08-16
2017-08-16,37,1545,08-16
2017-08-16,38,1263,08-16
2017-08-16,39,1233,08-16
2017-08-16,40,1254,08-16
2017-08-16,41,1044,08-16
2017-08-16,42,1018,08-16
2017-08-16,43,1007,08-16
2017-08-16,44,3765,08-16
2017-08-16,45,3273,08-16
2017-08-16,46,2833,08-16
2017-08-16,47,3384,08-16
2017-08-16,48,2366,08-16
2017-08-16,49,2655,08-16
2017-08-16,50,2071,08-16
2017-08-16,51,1602,08-16
2017-08-16,53,1275,08-16
2017-08-16,54,713,08-16
2017-08-16,1,1609,08-16
2017-08-16,2,1621,08-16
2017-08-16,3,2680,08-16
2017-08-16,4,1196,08-16
2017-08-16,5,1097,08-16
2017-08-16,6,1458,08-16
2017-08-16,7,1603,08-16
2017-08-16,8,2369,08-16
2017-08-16,9,1646,08-16
2017-08-16,10,738,08-16
2017-08-16,11,2028,08-16
2017-08-16,12,1116,08-16
2017-08-16,13,756,08-16
2017-08-16,14,1150,08-16
2017-08-16,15,1146,08-16
2017-08-16,16,663,08-16
2017-08-16,17,1294,08-16
2017-08-16,18,1097,08-16
2017-08-16,19,1061,08-16
2017-08-16,20,1180,08-16
2017-08-16,21,738,08-16
2017-08-16,22,649,08-16
2017-08-16,23,967,08-16
2017-08-16,24,2030,08-16
2017-08-16,25,662,08-16
2017-08-16,26,401,08-16
2017-08-16,27,1309,08-16
2017-08-16,28,979,08-16
2017-08-16,29,940,08-16
2017-08-16,30,665,08-16
2017-08-16,31,1131,08-16
2017-08-16,32,516,08-16
2017-08-16,33,751,08-16
2017-08-16,34,1749,08-16
2017-08-16,35,589,08-16
2017-08-16,36,936,08-16
2017-08-16,37,1445,08-16
2017-08-16,38,1127,08-16
2017-08-16,39,1217,08-16
2017-08-16,40,1068,08-16
2017-08-16,41,842,08-16
2017-08-16,42,962,08-16
2017-08-16,43,1029,08-16
2017-08-16,44,3403,08-16
2017-08-16,45,2866,08-16
2017-08-16,46,2635,08-16
2017-08-16,47,3041,08-16
2017-08-16,48,2194,08-16
2017-08-16,49,2382,08-16
2017-08-16,50,2015,08-16
2017-08-16,51,1367,08-16
2017-08-16,53,1150,08-16
2017-08-16,54,672,08-16
2017-08-16,1,1734,08-16
2017-08-16,2,1800,08-16
2017-08-16,3,3206,08-16
2017-08-16,4,1405,08-16
2017-08-16,5,1278,08-16
2017-08-16,6,1880,08-16
2017-08-16,7,1874,08-16
2017-08-16,8,2715,08-16
2017-08-16,9,1700,08-16
2017-08-16,10,764,08-16
2017-08-16,11,2174,08-16
2017-08-16,12,1100,08-16
2017-08-16,13,815,08-16
2017-08-16,14,1115,08-16
2017-08-16,15,1262,08-16
2017-08-16,16,639,08-16
2017-08-16,17,1315,08-16
2017-08-16,18,1076,08-16
2017-08-16,19,1118,08-16
2017-08-16,20,1233,08-16
2017-08-16,21,819,08-16
2017-08-16,22,661,08-16
2017-08-16,23,1028,08-16
2017-08-16,24,2310,08-16
2017-08-16,25,920,08-16
2017-08-16,26,521,08-16
2017-08-16,27,1585,08-16
2017-08-16,28,1018,08-16
2017-08-16,29,942,08-16
2017-08-16,30,665,08-16
2017-08-16,31,1256,08-16
2017-08-16,32,560,08-16
2017-08-16,33,791,08-16
2017-08-16,34,2364,08-16
2017-08-16,35,592,08-16
2017-08-16,36,1035,08-16
2017-08-16,37,1540,08-16
2017-08-16,38,1405,08-16
2017-08-16,39,1356,08-16
2017-08-16,40,1280,08-16
2017-08-16,41,1058,08-16
2017-08-16,42,1060,08-16
2017-08-16,43,1098,08-16
2017-08-16,44,4110,08-16
2017-08-16,45,3739,08-16
2017-08-16,46,3048,08-16
2017-08-16,47,3538,08-16
2017-08-16,48,2532,08-16
2017-08-16,49,2900,08-16
2017-08-16,50,2388,08-16
2017-08-16,51,1761,08-16
2017-08-16,53,1298,08-16
2017-08-16,54,759,08-16
2017-08-16,1,1280,08-16
2017-08-16,2,1916,08-16
2017-08-16,3,3337,08-16
2017-08-16,4,1593,08-16
2017-08-16,5,1390,08-16
2017-08-16,6,1981,08-16
2017-08-16,7,1742,08-16
2017-08-16,8,2612,08-16
2017-08-16,9,2175,08-16
2017-08-16,10,1052,08-16
2017-08-16,11,2347,08-16
2017-08-16,12,1284,08-16
2017-08-16,13,1130,08-16
2017-08-16,14,1523,08-16
2017-08-16,15,1261,08-16
2017-08-16,16,768,08-16
2017-08-16,17,1777,08-16
2017-08-16,18,1121,08-16
2017-08-16,19,1747,08-16
2017-08-16,20,1746,08-16
2017-08-16,21,1369,08-16
2017-08-16,22,794,08-16
2017-08-16,23,1028,08-16
2017-08-16,24,2378,08-16
2017-08-16,25,1041,08-16
2017-08-16,26,616,08-16
2017-08-16,27,1755,08-16
2017-08-16,28,1418,08-16
2017-08-16,29,1289,08-16
2017-08-16,30,694,08-16
2017-08-16,31,1571,08-16
2017-08-16,32,686,08-16
2017-08-16,33,1061,08-16
2017-08-16,34,2573,08-16
2017-08-16,35,868,08-16
2017-08-16,36,1220,08-16
2017-08-16,37,1385,08-16
2017-08-16,38,1866,08-16
2017-08-16,39,1704,08-16
2017-08-16,40,1517,08-16
2017-08-16,41,1370,08-16
2017-08-16,42,1219,08-16
2017-08-16,43,1273,08-16
2017-08-16,44,4694,08-16
2017-08-16,45,4186,08-16
2017-08-16,46,4028,08-16
2017-08-16,47,4420,08-16
2017-08-16,48,3555,08-16
2017-08-16,49,3238,08-16
2017-08-16,50,3071,08-16
2017-08-16,51,1872,08-16
2017-08-16,53,1710,08-16
2017-08-16,54,998,08-16
2017-08-16,1,458,08-16
2017-08-16,2,1727,08-16
2017-08-16,3,3220,08-16
2017-08-16,4,1488,08-16
2017-08-16,5,1298,08-16
2017-08-16,6,1986,08-16
2017-08-16,7,1407,08-16
2017-08-16,8,2585,08-16
2017-08-16,9,2115,08-16
2017-08-16,10,810,08-16
2017-08-16,11,2214,08-16
2017-08-16,12,1222,08-16
2017-08-16,13,849,08-16
2017-08-16,14,919,08-16
2017-08-16,15,971,08-16
2017-08-16,16,941,08-16
2017-08-16,17,1714,08-16
2017-08-16,18,1244,08-16
2017-08-16,19,982,08-16
2017-08-16,20,1870,08-16
2017-08-16,21,1561,08-16
2017-08-16,22,742,08-16
2017-08-16,23,879,08-16
2017-08-16,24,1796,08-16
2017-08-16,25,796,08-16
2017-08-16,26,582,08-16
2017-08-16,27,1981,08-16
2017-08-16,28,1604,08-16
2017-08-16,29,1473,08-16
2017-08-16,30,705,08-16
2017-08-16,31,1678,08-16
2017-08-16,32,700,08-16
2017-08-16,33,1000,08-16
2017-08-16,34,2230,08-16
2017-08-16,35,819,08-16
2017-08-16,36,1241,08-16
2017-08-16,37,1027,08-16
2017-08-16,38,1762,08-16
2017-08-16,39,1395,08-16
2017-08-16,40,1240,08-16
2017-08-16,41,1359,08-16
2017-08-16,42,1156,08-16
2017-08-16,43,1414,08-16
2017-08-16,44,4747,08-16
2017-08-16,45,4288,08-16
2017-08-16,46,4207,08-16
2017-08-16,47,4456,08-16
2017-08-16,48,3760,08-16
2017-08-16,49,3088,08-16
2017-08-16,50,2775,08-16
2017-08-16,51,1808,08-16
2017-08-16,53,1691,08-16
2017-08-16,54,1202,08-16
2017-08-16,1,1750,08-16
2017-08-16,2,1828,08-16
2017-08-16,3,3271,08-16
2017-08-16,4,1408,08-16
2017-08-16,5,1437,08-16
2017-08-16,6,1715,08-16
2017-08-16,7,1643,08-16
2017-08-16,8,2674,08-16
2017-08-16,9,2125,08-16
2017-08-16,10,958,08-16
2017-08-16,11,2567,08-16
2017-08-16,12,1251,08-16
2017-08-16,13,972,08-16
2017-08-16,14,1389,08-16
2017-08-16,15,1396,08-16
2017-08-16,16,806,08-16
2017-08-16,17,1613,08-16
2017-08-16,18,1267,08-16
2017-08-16,19,1323,08-16
2017-08-16,20,1431,08-16
2017-08-16,21,1075,08-16
2017-08-16,22,717,08-16
2017-08-16,23,986,08-16
2017-08-16,24,2170,08-16
2017-08-16,25,744,08-16
2017-08-16,26,597,08-16
2017-08-16,27,1534,08-16
2017-08-16,28,1258,08-16
2017-08-16,29,1134,08-16
2017-08-16,30,682,08-16
2017-08-16,31,1410,08-16
2017-08-16,32,624,08-16
2017-08-16,33,1018,08-16
2017-08-16,34,2274,08-16
2017-08-16,35,578,08-16
2017-08-16,36,1189,08-16
2017-08-16,37,1397,08-16
2017-08-16,38,1558,08-16
2017-08-16,39,1448,08-16
2017-08-16,40,1521,08-16
2017-08-16,41,1134,08-16
2017-08-16,42,1101,08-16
2017-08-16,43,1338,08-16
2017-08-16,44,4160,08-16
2017-08-16,45,3853,08-16
2017-08-16,46,3254,08-16
2017-08-16,47,3814,08-16
2017-08-16,48,2956,08-16
2017-08-16,49,2774,08-16
2017-08-16,50,2498,08-16
2017-08-16,51,1633,08-16
2017-08-16,53,1419,08-16
2017-08-16,54,965,08-16
2017-08-16,1,1705,08-16
2017-08-16,2,1765,08-16
2017-08-16,3,2952,08-16
2017-08-16,4,1383,08-16
2017-08-16,5,1260,08-16
2017-08-16,6,1706,08-16
2017-08-16,7,1727,08-16
2017-08-16,8,2632,08-16
2017-08-16,9,2093,08-16
2017-08-16,10,957,08-16
2017-08-16,11,2641,08-16
2017-08-16,12,1191,08-16
2017-08-16,13,926,08-16
2017-08-16,14,1396,08-16
2017-08-16,15,1362,08-16
2017-08-16,16,790,08-16
2017-08-16,17,1549,08-16
2017-08-16,18,1316,08-16
2017-08-16,19,1057,08-16
2017-08-16,20,1493,08-16
2017-08-16,21,1011,08-16
2017-08-16,22,695,08-16
2017-08-16,23,1013,08-16
2017-08-16,24,2262,08-16
2017-08-16,25,760,08-16
2017-08-16,26,564,08-16
2017-08-16,27,1439,08-16
2017-08-16,28,1282,08-16
2017-08-16,29,1293,08-16
2017-08-16,30,751,08-16
2017-08-16,31,1430,08-16
2017-08-16,32,635,08-16
2017-08-16,33,1017,08-16
2017-08-16,34,2111,08-16
2017-08-16,35,756,08-16
2017-08-16,36,1240,08-16
2017-08-16,37,1536,08-16
2017-08-16,38,1306,08-16
2017-08-16,39,1531,08-16
2017-08-16,40,1577,08-16
2017-08-16,41,1017,08-16
2017-08-16,42,958,08-16
2017-08-16,43,1254,08-16
2017-08-16,44,3850,08-16
2017-08-16,45,3443,08-16
2017-08-16,46,3092,08-16
2017-08-16,47,3588,08-16
2017-08-16,48,2782,08-16
2017-08-16,49,2705,08-16
2017-08-16,50,2576,08-16
2017-08-16,51,1531,08-16
2017-08-16,53,1289,08-16
2017-08-16,54,849,08-16
2017-08-16,1,1843,08-16
2017-08-16,2,1905,08-16
2017-08-16,3,3139,08-16
2017-08-16,4,1409,08-16
2017-08-16,5,1459,08-16
2017-08-16,6,1667,08-16
2017-08-16,7,1803,08-16
2017-08-16,8,2699,08-16
2017-08-16,9,1946,08-16
2017-08-16,10,879,08-16
2017-08-16,11,2465,08-16
2017-08-16,12,1193,08-16
2017-08-16,13,891,08-16
2017-08-16,14,1253,08-16
2017-08-16,15,1421,08-16
2017-08-16,16,706,08-16
2017-08-16,17,1395,08-16
2017-08-16,18,1185,08-16
2017-08-16,19,1135,08-16
2017-08-16,20,1437,08-16
2017-08-16,21,930,08-16
2017-08-16,22,718,08-16
2017-08-16,23,1021,08-16
2017-08-16,24,2357,08-16
2017-08-16,25,817,08-16
2017-08-16,26,517,08-16
2017-08-16,27,1536,08-16
2017-08-16,28,1187,08-16
2017-08-16,29,1083,08-16
2017-08-16,30,703,08-16
2017-08-16,31,1241,08-16
2017-08-16,32,604,08-16
2017-08-16,33,866,08-16
2017-08-16,34,1986,08-16
2017-08-16,35,620,08-16
2017-08-16,36,1048,08-16
2017-08-16,37,1527,08-16
2017-08-16,38,1401,08-16
2017-08-16,39,1319,08-16
2017-08-16,40,1419,08-16
2017-08-16,41,1090,08-16
2017-08-16,42,988,08-16
2017-08-16,43,1146,08-16
2017-08-16,44,4290,08-16
2017-08-16,45,3584,08-16
2017-08-16,46,3178,08-16
